USERNAME	TIMESTAMP	TYPE	SITE	ACCESS_ID	DIRECTION_OF_ACCESS
1002	2019-12-27T00:00:00	PLACEHOLDER	Library	1002528	I
1002	2020-01-06T00:00:00	PLACEHOLDER	Library	1002528	I
1002	2020-01-12T00:00:00	PLACEHOLDER	Library	1002528	I
1002	2020-01-10T00:00:00	PLACEHOLDER	Library	1002528	I
1002	2020-01-07T00:00:00	PLACEHOLDER	Library	1002528	I
1002	2020-01-08T00:00:00	PLACEHOLDER	Library	1002528	I
1002	2020-01-17T00:00:00	PLACEHOLDER	Library	1002528	I
1002	2020-03-19T00:00:00	PLACEHOLDER	Library	1002528	I
1002	2020-02-15T00:00:00	PLACEHOLDER	Library	1002528	I
1002	2020-03-14T00:00:00	PLACEHOLDER	Library	1002528	I
1002	2020-02-13T00:00:00	PLACEHOLDER	Library	1002528	I
1002	2020-04-18T00:00:00	PLACEHOLDER	Library	1002528	I
1002	2020-04-15T00:00:00	PLACEHOLDER	Library	1002528	I
1002	2020-04-28T00:00:00	PLACEHOLDER	Library	1002528	I
1002	2020-05-19T00:00:00	PLACEHOLDER	Library	1002528	I
1002	2020-05-07T00:00:00	PLACEHOLDER	Library	1002528	I
1002	2020-05-14T00:00:00	PLACEHOLDER	Library	1002528	I
1002	2020-05-09T00:00:00	PLACEHOLDER	Library	1002528	I
1002	2020-07-17T00:00:00	PLACEHOLDER	Library	1002528	I
1003	2019-09-05T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2019-09-10T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2019-11-27T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2019-12-17T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2019-10-29T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2019-09-13T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2019-10-20T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2019-11-24T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2019-10-03T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2019-10-15T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2019-10-04T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2019-12-30T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-01-03T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-01-07T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-01-04T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-01-05T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-01-15T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-01-10T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-01-07T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-01-06T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-01-15T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-02-19T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-02-11T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-02-24T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-02-15T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-01-30T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-03-26T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-03-03T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-02-18T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-04-17T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-04-15T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-04-18T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-05-27T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-05-29T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-05-16T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-05-02T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-05-26T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-05-15T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-04-29T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-05-02T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-06-09T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-07-27T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2019-09-09T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2019-09-30T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2019-11-24T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2019-12-07T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2019-10-21T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2019-09-28T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2019-11-26T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2019-12-30T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-01-07T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-01-10T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-01-15T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-01-14T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-01-13T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-02-25T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-02-01T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-02-09T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-02-04T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-03-10T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-04-19T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-04-12T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-05-18T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-05-30T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-04-24T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-04-24T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-05-24T00:00:00	PLACEHOLDER	Library	1003528	I
1003	2020-07-13T00:00:00	PLACEHOLDER	Library	1003528	I
1004	2019-09-13T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2019-09-12T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2019-12-05T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2019-11-19T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2019-10-15T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2019-11-10T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2019-10-08T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2019-11-25T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2019-12-18T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2019-12-09T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2019-12-13T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2019-12-26T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2019-12-22T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-01-10T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-01-12T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-01-07T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-01-09T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-01-08T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-01-11T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-01-13T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-01-13T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-02-08T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-04-06T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-04-08T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-03-26T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-02-09T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-03-18T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-01-17T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-03-31T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-04-12T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-04-18T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-04-16T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-05-02T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-05-03T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-05-10T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-05-18T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-04-26T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-05-08T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-05-17T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-05-06T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-06-24T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-06-19T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2019-09-07T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2019-09-10T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2019-11-08T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2019-12-10T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2019-10-05T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2019-12-13T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2019-11-10T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2019-10-10T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2019-10-25T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2019-10-04T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2019-12-06T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2019-11-04T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2019-09-18T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2019-12-26T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2019-12-23T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-01-01T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-01-07T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-01-07T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-01-11T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-01-07T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-01-12T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-01-04T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-01-15T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-01-06T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-01-11T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-01-05T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-02-08T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-01-23T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-03-19T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-01-31T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-02-02T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-02-24T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-02-04T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-02-02T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-02-05T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-04-13T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-04-15T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-04-14T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-04-12T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-05-16T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-05-19T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-04-26T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-05-10T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-05-19T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-04-20T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-04-23T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-05-26T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-05-31T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-04-23T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-06-28T00:00:00	PLACEHOLDER	Library	1004529	I
1004	2020-07-02T00:00:00	PLACEHOLDER	Library	1004529	I
1005	2019-09-04T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2019-09-09T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2019-11-21T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2019-09-18T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2019-09-26T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2019-11-20T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2019-10-19T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2019-11-14T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2019-11-28T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2019-10-28T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2019-11-16T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2019-10-20T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2019-12-22T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2019-12-29T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-01-05T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-01-14T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-01-04T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-01-14T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-01-14T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-01-08T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-01-13T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-01-05T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-02-20T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-04-02T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-01-21T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-02-10T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-04-02T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-01-30T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-02-06T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-02-28T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-04-14T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-04-16T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-04-20T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-05-28T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-05-31T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-04-30T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-04-30T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-04-28T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-05-14T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-05-12T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-05-11T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-07-24T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-07-14T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2019-09-09T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2019-09-11T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2019-10-23T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2019-10-21T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2019-12-04T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2019-10-22T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2019-12-15T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2019-10-16T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2019-12-11T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2019-10-12T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2019-10-04T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-01-02T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2019-12-23T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-01-09T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-01-07T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-01-13T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-01-13T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-01-06T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-01-05T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-01-11T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-01-15T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-04-05T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-03-01T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-03-15T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-02-09T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-02-23T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-02-23T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-04-06T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-02-01T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-04-14T00:00:00	PLACEHOLDER	Library	1005529	I
1005	2020-04-12T00:00:00	PLACEHOLDER	Library	1005529	I
